   0.00000000       0.00000000    
   6.34664670E-02   6.34238720E-02
  0.126932934      0.126592353    
  0.190399408      0.189251095    
  0.253865868      0.251147777    
  0.317332327      0.312033206    
  0.380798817      0.371662170    
  0.444265276      0.429794580    
  0.507731736      0.486196369    
  0.571198225      0.540640473    
  0.634664655      0.592907488    
  0.698131144      0.642787158    
  0.761597633      0.690078616    
  0.825064063      0.734591246    
  0.888530552      0.776145995    
  0.951996982      0.814575493    
   1.01546347      0.849725008    
   1.07892990      0.881452918    
   1.14239645      0.909631610    
   1.20586288      0.934147537    
   1.26932931      0.954901934    
   1.33279574      0.971811295    
   1.39626229      0.984807551    
   1.45972884      0.993838370    
   1.52319527      0.998867273    
   1.58666158      0.999874175    
   1.65012813      0.996854901    
   1.71359468      0.989821613    
   1.77706110      0.978802741    
   1.84052742      0.963842571    
   1.90399396      0.945001364    
   1.96746051      0.922354877    
   2.03092694      0.895994484    
   2.09439325      0.866026342    
   2.15785980      0.832570851    
   2.22132635      0.795762897    
   2.28479290      0.755750716    
   2.34825921      0.712695539    
   2.41172576      0.666770458    
   2.47519231      0.618160486    
   2.53865862      0.567061603    
   2.60212517      0.513679147    
   2.66559148      0.458228558    
   2.72905827      0.400932372    
   2.79252458      0.342022240    
   2.85599089      0.281734884    
   2.91945767      0.220312640    
   2.98292398      0.158003733    
   3.04639053       9.50583741E-02
   3.10985684       3.17304842E-02
   3.17332315      -3.17251757E-02
   3.23678994      -9.50535685E-02
   3.30025625     -0.157998741    
   3.36372256     -0.220307693    
   3.42718935     -0.281730026    
   3.49065566     -0.342017472    
   3.55412221     -0.400927961    
   3.61758852     -0.458223850    
   3.68105483     -0.513674617    
   3.74452162     -0.567057431    
   3.80798793     -0.618156493    
   3.87145448     -0.666766644    
   3.93492103     -0.712692022    
   3.99838758     -0.755747557    
   4.06185389     -0.795759857    
   4.12532043     -0.832568049    
   4.18878651     -0.866023540    
   4.25225353     -0.895992339    
   4.31571960     -0.922352910    
   4.37918615     -0.944999635    
   4.44265270     -0.963841200    
   4.50611925     -0.978801727    
   4.56958580     -0.989820957    
   4.63305187     -0.996854484    
   4.69651842     -0.999874055    
   4.75998497     -0.998867512    
   4.82345152     -0.993838906    
   4.88691807     -0.984808445    
   4.95038462     -0.971812487    
   5.01385117     -0.954903364    
   5.07731724     -0.934149384    
   5.14078379     -0.909633756    
   5.20425034     -0.881455302    
   5.26771688     -0.849727631    
   5.33118296     -0.814578593    
   5.39464951     -0.776149333    
   5.45811653     -0.734594464    
   5.52158260     -0.690082252    
   5.58504915     -0.642791033    
   5.64851570     -0.592911482    
   5.71198177     -0.540644884    
   5.77544880     -0.486200541    
   5.83891535     -0.429798812    
   5.90238142     -0.371666878    
   5.96584797     -0.312037945    
   6.02931404     -0.251153022    
   6.09278107     -0.189255849    
   6.15624762     -0.126597077    
   6.21971369      -6.34290129E-02
   6.28318024      -5.07036339E-06
