   0.00000000      -1.85314813E-04
   6.34664670E-02   6.32390082E-02
  0.126932934      0.126408681    
  0.190399408      0.189068899    
  0.253865868      0.250968277    
  0.317332327      0.311857074    
  0.380798817      0.371490151    
  0.444265276      0.429627329    
  0.507731736      0.486034572    
  0.571198225      0.540484726    
  0.634664655      0.592758179    
  0.698131144      0.642645180    
  0.761597633      0.689944446    
  0.825064063      0.734465599    
  0.888530552      0.776029289    
  0.951996982      0.814467907    
   1.01546347      0.849627197    
   1.07892990      0.881365418    
   1.14239645      0.909554660    
   1.20586288      0.934081376    
   1.26932931      0.954846799    
   1.33279574      0.971767545    
   1.39626229      0.984775364    
   1.45972884      0.993817747    
   1.52319527      0.998858452    
   1.58666158      0.999877095    
   1.65012813      0.996869504    
   1.71359468      0.989848018    
   1.77706110      0.978840590    
   1.84052742      0.963891923    
   1.90399396      0.945062041    
   1.96746051      0.922426403    
   2.03092694      0.896076858    
   2.09439325      0.866118729    
   2.15785980      0.832673490    
   2.22132635      0.795875430    
   2.28479290      0.755872071    
   2.34825921      0.712825716    
   2.41172576      0.666908383    
   2.47519231      0.618306339    
   2.53865862      0.567213833    
   2.60212517      0.513838172    
   2.66559148      0.458393484    
   2.72905827      0.401102155    
   2.79252458      0.342196584    
   2.85599089      0.281913161    
   2.91945767      0.220493630    
   2.98292398      0.158186257    
   3.04639053       9.52428505E-02
   3.10985684       3.19159403E-02
   3.17332315      -3.15404311E-02
   3.23678994      -9.48688537E-02
   3.30025625     -0.157815278    
   3.36372256     -0.220127165    
   3.42718935     -0.281552672    
   3.49065566     -0.341843545    
   3.55412221     -0.400757968    
   3.61758852     -0.458059549    
   3.68105483     -0.513515830    
   3.74452162     -0.566904366    
   3.80798793     -0.618010998    
   3.87145448     -0.666628361    
   3.93492103     -0.712562144    
   3.99838758     -0.755626023    
   4.06185389     -0.795647919    
   4.12532043     -0.832465410    
   4.18878651     -0.865930855    
   4.25225353     -0.895910025    
   4.31571960     -0.922281265    
   4.37918615     -0.944938838    
   4.44265270     -0.963791788    
   4.50611925     -0.978763819    
   4.56958580     -0.989794552    
   4.63305187     -0.996839762    
   4.69651842     -0.999871135    
   4.75998497     -0.998876333    
   4.82345152     -0.993859470    
   4.88691807     -0.984840572    
   4.95038462     -0.971855998    
   5.01385117     -0.954958379    
   5.07731724     -0.934215486    
   5.14078379     -0.909710526    
   5.20425034     -0.881542802    
   5.26771688     -0.849825561    
   5.33118296     -0.814685822    
   5.39464951     -0.776266158    
   5.45811653     -0.734720170    
   5.52158260     -0.690216362    
   5.58504915     -0.642932594    
   5.64851570     -0.593060732    
   5.71198177     -0.540800810    
   5.77544880     -0.486362487    
   5.83891535     -0.429965705    
   5.90238142     -0.371839374    
   5.96584797     -0.312214017    
   6.02931404     -0.251332372    
   6.09278107     -0.189437807    
   6.15624762     -0.126781359    
   6.21971369      -6.36134744E-02
   6.28318024      -1.90385166E-04
