   0.00000000       9.26574066E-05
   6.34664670E-02  -6.33314773E-02
  0.126932934     -0.126500368    
  0.190399408     -0.189160123    
  0.253865868     -0.251058191    
  0.317332327     -0.311945111    
  0.380798817     -0.371576160    
  0.444265276     -0.429711014    
  0.507731736     -0.486115366    
  0.571198225     -0.540562510    
  0.634664655     -0.592832804    
  0.698131144     -0.642716169    
  0.761597633     -0.690011501    
  0.825064063     -0.734528482    
  0.888530552     -0.776087701    
  0.951996982     -0.814521611    
   1.01546347     -0.849676073    
   1.07892990     -0.881409168    
   1.14239645     -0.909593105    
   1.20586288     -0.934114456    
   1.26932931     -0.954874456    
   1.33279574     -0.971789420    
   1.39626229     -0.984791458    
   1.45972884     -0.993828058    
   1.52319527     -0.998862863    
   1.58666158     -0.999875605    
   1.65012813     -0.996862233    
   1.71359468     -0.989834785    
   1.77706110     -0.978821754    
   1.84052742     -0.963867247    
   1.90399396     -0.945031583    
   1.96746051     -0.922390640    
   2.03092694     -0.896035552    
   2.09439325     -0.866072655    
   2.15785980     -0.832622170    
   2.22132635     -0.795819044    
   2.28479290     -0.755811393    
   2.34825921     -0.712760389    
   2.41172576     -0.666839659    
   2.47519231     -0.618233144    
   2.53865862     -0.567137897    
   2.60212517     -0.513758659    
   2.66559148     -0.458310694    
   2.72905827     -0.401017278    
   2.79252458     -0.342109084    
   2.85599089     -0.281823784    
   2.91945767     -0.220402792    
   2.98292398     -0.158095226    
   3.04639053      -9.51506123E-02
   3.10985684      -3.18228565E-02
   3.17332315       3.16325650E-02
   3.23678994       9.49615613E-02
   3.30025625      0.157907233    
   3.36372256      0.220217079    
   3.42718935      0.281641126    
   3.49065566      0.341930181    
   3.55412221      0.400843292    
   3.61758852      0.458141476    
   3.68105483      0.513594925    
   3.74452162      0.566981077    
   3.80798793      0.618083477    
   3.87145448      0.666697800    
   3.93492103      0.712626815    
   3.99838758      0.755687058    
   4.06185389      0.795703709    
   4.12532043      0.832516730    
   4.18878651      0.865977228    
   4.25225353      0.895951211    
   4.31571960      0.922317088    
   4.37918615      0.944969356    
   4.44265270      0.963816524    
   4.50611925      0.978782713    
   4.56958580      0.989807725    
   4.63305187      0.996847093    
   4.69651842      0.999872565    
   4.75998497      0.998871922    
   4.82345152      0.993849158    
   4.88691807      0.984824598    
   4.95038462      0.971834302    
   5.01385117      0.954930723    
   5.07731724      0.934182584    
   5.14078379      0.909672201    
   5.20425034      0.881498873    
   5.26771688      0.849776447    
   5.33118296      0.814632356    
   5.39464951      0.776207447    
   5.45811653      0.734656990    
   5.52158260      0.690149665    
   5.58504915      0.642862022    
   5.64851570      0.592985690    
   5.71198177      0.540723264    
   5.77544880      0.486281931    
   5.83891535      0.429882497    
   5.90238142      0.371752918    
   5.96584797      0.312126428    
   6.02931404      0.251242250    
   6.09278107      0.189346358    
   6.15624762      0.126688987    
   6.21971369       6.35214821E-02
   6.28318024       9.72509297E-05
